# group,element,VR,keyword,VM,name
0032,0033,TM,StudyVerifiedTime,1,"Study Verified Time"
0032,0034,DA,StudyReadDate,1,"Study Read Date"
0032,0035,TM,StudyReadTime,1,"Study Read Time"
0032,1000,DA,ScheduledStudyStartDate,1,"Scheduled Study Start Date"
0032,1001,TM,ScheduledStudyStartTime,1,"Scheduled Study Start Time"
0032,1010,DA,ScheduledStudyStopDate,1,"Scheduled Study Stop Date"
0032,1011,TM,ScheduledStudyStopTime,1,"Scheduled Study Stop Time"
0032,1020,LO,ScheduledStudyLocation,1,"Scheduled Study Location"
0032,1021,AE,ScheduledStudyLocationAETitle,1-n,"Scheduled Study Location AE Title"
0032,1030,LO,ReasonForStudy,1,"Reason for Study"
0032,1031,SQ,RequestingPhysicianIdentificationSequence,1,"Requesting Physician Identification Sequence"
0032,1032,PN,RequestingPhysician,1,"Requesting Physician"
0032,1033,LO,RequestingService,1,"Requesting Service"
0032,1034,SQ,RequestingServiceCodeSequence,1,"Requesting Service Code Sequence"
0032,1040,DA,StudyArrivalDate,1,"Study Arrival Date"
0032,1041,TM,StudyArrivalTime,1,"Study Arrival Time"
0032,1050,DA,StudyCompletionDate,1,"Study Completion Date"
0032,1051,TM,StudyCompletionTime,1,"Study Completion Time"
0032,1055,CS,StudyComponentStatusID,1,"Study Component Status ID"
0032,1060,LO,RequestedProcedureDescription,1,"Requested Procedure Description"
0032,1064,SQ,RequestedProcedureCodeSequence,1,"Requested Procedure Code Sequence"
0032,1070,LO,RequestedContrastAgent,1,"Requested Contrast Agent"
0032,4000,LT,StudyComments,1,"Study Comments"
0038,0004,SQ,ReferencedPatientAliasSequence,1,"Referenced Patient Alias Sequence"
0038,0008,CS,VisitStatusID,1,"Visit Status ID"
0038,0010,LO,AdmissionID,1,"Admission ID"
0038,0011,LO,IssuerOfAdmissionID,1,"Issuer of Admission ID"
0038,0014,SQ,IssuerOfAdmissionIDSequence,1,"Issuer of Admission ID Sequence"
0038,0016,LO,RouteOfAdmissions,1,"Route of Admissions"
0038,001a,DA,ScheduledAdmissionDate,1,"Scheduled Admission Date"
0038,001b,TM,ScheduledAdmissionTime,1,"Scheduled Admission Time"
0038,001c,DA,ScheduledDischargeDate,1,"Scheduled Discharge Date"
0038,001d,TM,ScheduledDischargeTime,1,"Scheduled Discharge Time"
0038,001e,LO,ScheduledPatientInstitutionResidence,1,"Scheduled Patient Institution Residence"
0038,0020,DA,AdmittingDate,1,"Admitting Date"
0038,0021,TM,AdmittingTime,1,"Admitting Time"
0038,0030,DA,DischargeDate,1,"Discharge Date"
0038,0032,TM,DischargeTime,1,"Discharge Time"
0038,0040,LO,DischargeDiagnosisDescription,1,"Discharge Diagnosis Description"
0038,0044,SQ,DischargeDiagnosisCodeSequence,1,"Discharge Diagnosis Code Sequence"
0038,0050,LO,SpecialNeeds,1,"Special Needs"
0038,0060,LO,ServiceEpisodeID,1,"Service Episode ID"
0038,0061,LO,IssuerOfServiceEpisodeID,1,"Issuer of Service Episode ID"
0038,0062,LO,ServiceEpisodeDescription,1,"Service Episode Description"
0038,0064,SQ,IssuerOfServiceEpisodeIDSequence,1,"Issuer of Service Episode ID Sequence"
0038,0100,SQ,PertinentDocumentsSequence,1,"Pertinent Documents Sequence"
0038,0101,SQ,PertinentResourcesSequence,1,"Pertinent Resources Sequence"
0038,0102,LO,ResourceDescription,1,"Resource Description"
0038,0300,LO,CurrentPatientLocation,1,"Current Patient Location"
0038,0400,LO,PatientInstitutionResidence,1,"Patient's Institution Residence"
0038,0500,LO,PatientState,1,"Patient State"
0038,0502,SQ,PatientClinicalTrialParticipationSequence,1,"Patient Clinical Trial Participation Sequence"
0038,4000,LT,VisitComments,1,"Visit Comments"
003a,0004,CS,WaveformOriginality,1,"Waveform Originality"
003a,0005,US,NumberOfWaveformChannels,1,"Number of Waveform Channels"
003a,0010,UL,NumberOfWaveformSamples,1,"Number of Waveform Samples"
003a,001a,DS,SamplingFrequency,1,"Sampling Frequency"
003a,0020,SH,MultiplexGroupLabel,1,"Multiplex Group Label"
003a,0200,SQ,ChannelDefinitionSequence,1,"Channel Definition Sequence"
003a,0202,IS,WaveformChannelNumber,1,"Waveform Channel Number"
003a,0203,SH,ChannelLabel,1,"Channel Label"
003a,0205,CS,ChannelStatus,1-n,"Channel Status"
003a,0208,SQ,ChannelSourceSequence,1,"Channel Source Sequence"
003a,0209,SQ,ChannelSourceModifiersSequence,1,"Channel Source Modifiers Sequence"
003a,020a,SQ,SourceWaveformSequence,1,"Source Waveform Sequence"
003a,020c,LO,ChannelDerivationDescription,1,"Channel Derivation Description"
003a,0210,DS,ChannelSensitivity,1,"Channel Sensitivity"
003a,0211,SQ,ChannelSensitivityUnitsSequence,1,"Channel Sensitivity Units Sequence"
003a,0212,DS,ChannelSensitivityCorrectionFactor,1,"Channel Sensitivity Correction Factor"
003a,0213,DS,ChannelBaseline,1,"Channel Baseline"
003a,0214,DS,ChannelTimeSkew,1,"Channel Time Skew"
003a,0215,DS,ChannelSampleSkew,1,"Channel Sample Skew"
003a,0218,DS,ChannelOffset,1,"Channel Offset"
003a,021a,US,WaveformBitsStored,1,"Waveform Bits Stored"
003a,0220,DS,FilterLowFrequency,1,"Filter Low Frequency"
003a,0221,DS,FilterHighFrequency,1,"Filter High Frequency"
003a,0222,DS,NotchFilterFrequency,1,"Notch Filter Frequency"
003a,0223,DS,NotchFilterBandwidth,1,"Notch Filter Bandwidth"
003a,0230,FL,WaveformDataDisplayScale,1,"Waveform Data Display Scale"
003a,0231,US,WaveformDisplayBackgroundCIELabValue,3,"Waveform Display Background CIELab Value"
003a,0240,SQ,WaveformPresentationGroupSequence,1,"Waveform Presentation Group Sequence"
003a,0241,US,PresentationGroupNumber,1,"Presentation Group Number"
003a,0242,SQ,ChannelDisplaySequence,1,"Channel Display Sequence"
003a,0244,US,ChannelRecommendedDisplayCIELabValue,3,"Channel Recommended Display CIELab Value"
003a,0245,FL,ChannelPosition,1,"Channel Position"
003a,0246,CS,DisplayShadingFlag,1,"Display Shading Flag"
003a,0247,FL,FractionalChannelDisplayScale,1,"Fractional Channel Display Scale"
003a,0248,FL,AbsoluteChannelDisplayScale,1,"Absolute Channel Display Scale"
003a,0300,SQ,MultiplexedAudioChannelsDescriptionCodeSequence,1,"Multiplexed Audio Channels Description Code Sequence"
003a,0301,IS,ChannelIdentificationCode,1,"Channel Identification Code"
003a,0302,CS,ChannelMode,1,"Channel Mode"
0040,0001,AE,ScheduledStationAETitle,1-n,"Scheduled Station AE Title"
0040,0002,DA,ScheduledProcedureStepStartDate,1,"Scheduled Procedure Step Start Date"
0040,0003,TM,ScheduledProcedureStepStartTime,1,"Scheduled Procedure Step Start Time"
0040,0004,DA,ScheduledProcedureStepEndDate,1,"Scheduled Procedure Step End Date"
0040,0005,TM,ScheduledProcedureStepEndTime,1,"Scheduled Procedure Step End Time"
0040,0006,PN,ScheduledPerformingPhysicianName,1,"Scheduled Performing Physician's Name"
0040,0007,LO,ScheduledProcedureStepDescription,1,"Scheduled Procedure Step Description"
0040,0008,SQ,ScheduledProtocolCodeSequence,1,"Scheduled Protocol Code Sequence"
0040,0009,SH,ScheduledProcedureStepID,1,"Scheduled Procedure Step ID"
0040,000a,SQ,StageCodeSequence,1,"Stage Code Sequence"
0040,000b,SQ,ScheduledPerformingPhysicianIdentificationSequence,1,"Scheduled Performing Physician Identification Sequence"
0040,0010,SH,ScheduledStationName,1-n,"Scheduled Station Name"
0040,0011,SH,ScheduledProcedureStepLocation,1,"Scheduled Procedure Step Location"
0040,0012,LO,PreMedication,1,"Pre-Medication"
0040,0020,CS,ScheduledProcedureStepStatus,1,"Scheduled Procedure Step Status"
0040,0026,SQ,OrderPlacerIdentifierSequence,1,"Order Placer Identifier Sequence"
0040,0027,SQ,OrderFillerIdentifierSequence,1,"Order Filler Identifier Sequence"
0040,0031,UT,LocalNamespaceEntityID,1,"Local Namespace Entity ID"
0040,0032,UT,UniversalEntityID,1,"Universal Entity ID"
0040,0033,CS,UniversalEntityIDType,1,"Universal Entity ID Type"
0040,0035,CS,IdentifierTypeCode,1,"Identifier Type Code"
0040,0036,SQ,AssigningFacilitySequence,1,"Assigning Facility Sequence"
0040,0039,SQ,AssigningJurisdictionCodeSequence,1,"Assigning Jurisdiction Code Sequence"
0040,003a,SQ,AssigningAgencyOrDepartmentCodeSequence,1,"Assigning Agency or Department Code Sequence"
0040,0100,SQ,ScheduledProcedureStepSequence,1,"Scheduled Procedure Step Sequence"
0040,0220,SQ,ReferencedNonImageCompositeSOPInstanceSequence,1,"Referenced Non-Image Composite SOP Instance Sequence"
0040,0241,AE,PerformedStationAETitle,1,"Performed Station AE Title"
0040,0242,SH,PerformedStationName,1,"Performed Station Name"
0040,0243,SH,PerformedLocation,1,"Performed Location"
0040,0244,DA,PerformedProcedureStepStartDate,1,"Performed Procedure Step Start Date"
0040,0245,TM,PerformedProcedureStepStartTime,1,"Performed Procedure Step Start Time"
0040,0250,DA,PerformedProcedureStepEndDate,1,"Performed Procedure Step End Date"
0040,0251,TM,PerformedProcedureStepEndTime,1,"Performed Procedure Step End Time"
0040,0252,CS,PerformedProcedureStepStatus,1,"Performed Procedure Step Status"
0040,0253,SH,PerformedProcedureStepID,1,"Performed Procedure Step ID"
0040,0254,LO,PerformedProcedureStepDescription,1,"Performed Procedure Step Description"
0040,0255,LO,PerformedProcedureTypeDescription,1,"Performed Procedure Type Description"
0040,0260,SQ,PerformedProtocolCodeSequence,1,"Performed Protocol Code Sequence"
0040,0261,CS,PerformedProtocolType,1,"Performed Protocol Type"
0040,0270,SQ,ScheduledStepAttributesSequence,1,"Scheduled Step Attributes Sequence"
0040,0275,SQ,RequestAttributesSequence,1,"Request Attributes Sequence"
0040,0280,ST,CommentsOnThePerformedProcedureStep,1,"Comments on the Performed Procedure Step"
0040,0281,SQ,PerformedProcedureStepDiscontinuationReasonCodeSequence,1,"Performed Procedure Step Discontinuation Reason Code Sequence"
0040,0293,SQ,QuantitySequence,1,"Quantity Sequence"
0040,0294,DS,Quantity,1,"Quantity"
0040,0295,SQ,MeasuringUnitsSequence,1,"Measuring Units Sequence"
0040,0296,SQ,BillingItemSequence,1,"Billing Item Sequence"
0040,0300,US,TotalTimeOfFluoroscopy,1,"Total Time of Fluoroscopy"
0040,0301,US,TotalNumberOfExposures,1,"Total Number of Exposures"
0040,0302,US,EntranceDose,1,"Entrance Dose"
0040,0303,US,ExposedArea,1-2,"Exposed Area"
0040,0306,DS,DistanceSourceToEntrance,1,"Distance Source to Entrance"
0040,0307,DS,DistanceSourceToSupport,1,"Distance Source to Support"
0040,030e,SQ,ExposureDoseSequence,1,"Exposure Dose Sequence"
0040,0310,ST,CommentsOnRadiationDose,1,"Comments on Radiation Dose"
0040,0312,DS,XRayOutput,1,"X-Ray Output"
0040,0314,DS,HalfValueLayer,1,"Half Value Layer"
0040,0316,DS,OrganDose,1,"Organ Dose"
0040,0318,CS,OrganExposed,1,"Organ Exposed"
0040,0320,SQ,BillingProcedureStepSequence,1,"Billing Procedure Step Sequence"
0040,0321,SQ,FilmConsumptionSequence,1,"Film Consumption Sequence"
0040,0324,SQ,BillingSuppliesAndDevicesSequence,1,"Billing Supplies and Devices Sequence"
0040,0330,SQ,ReferencedProcedureStepSequence,1,"Referenced Procedure Step Sequence"
0040,0340,SQ,PerformedSeriesSequence,1,"Performed Series Sequence"
0040,0400,LT,CommentsOnTheScheduledProcedureStep,1,"Comments on the Scheduled Procedure Step"
0040,0440,SQ,ProtocolContextSequence,1,"Protocol Context Sequence"
0040,0441,SQ,ContentItemModifierSequence,1,"Content Item Modifier Sequence"
0040,0500,SQ,ScheduledSpecimenSequence,1,"Scheduled Specimen Sequence"
0040,050a,LO,SpecimenAccessionNumber,1,"Specimen Accession Number"
0040,0512,LO,ContainerIdentifier,1,"Container Identifier"
0040,0513,SQ,IssuerOfTheContainerIdentifierSequence,1,"Issuer of the Container Identifier Sequence"
0040,0515,SQ,AlternateContainerIdentifierSequence,1,"Alternate Container Identifier Sequence"
0040,0518,SQ,ContainerTypeCodeSequence,1,"Container Type Code Sequence"
0040,051a,LO,ContainerDescription,1,"Container Description"
0040,0520,SQ,ContainerComponentSequence,1,"Container Component Sequence"
0040,0550,SQ,SpecimenSequence,1,"Specimen Sequence"
0040,0551,LO,SpecimenIdentifier,1,"Specimen Identifier"
0040,0552,SQ,SpecimenDescriptionSequenceTrial,1,"Specimen Description Sequence (Trial)"
0040,0553,ST,SpecimenDescriptionTrial,1,"Specimen Description (Trial)"
0040,0554,UI,SpecimenUID,1,"Specimen UID"
0040,0555,SQ,AcquisitionContextSequence,1,"Acquisition Context Sequence"
0040,0556,ST,AcquisitionContextDescription,1,"Acquisition Context Description"
0040,0560,SQ,SpecimenDescriptionSequence,1,"Specimen Description Sequence"
0040,0562,SQ,IssuerOfTheSpecimenIdentifierSequence,1,"Issuer of the Specimen Identifier Sequence"
0040,059a,SQ,SpecimenTypeCodeSequence,1,"Specimen Type Code Sequence"
0040,0600,LO,SpecimenShortDescription,1,"Specimen Short Description"
0040,0602,UT,SpecimenDetailedDescription,1,"Specimen Detailed Description"
0040,0610,SQ,SpecimenPreparationSequence,1,"Specimen Preparation Sequence"
0040,0612,SQ,SpecimenPreparationStepContentItemSequence,1,"Specimen Preparation Step Content Item Sequence"
0040,0620,SQ,SpecimenLocalizationContentItemSequence,1,"Specimen Localization Content Item Sequence"
0040,06fa,LO,SlideIdentifier,1,"Slide Identifier"
0040,0710,SQ,WholeSlideMicroscopyImageFrameTypeSequence,1,"Whole Slide Microscopy Image Frame Type Sequence"
0040,071a,SQ,ImageCenterPointCoordinatesSequence,1,"Image Center Point Coordinates Sequence"
0040,072a,DS,XOffsetInSlideCoordinateSystem,1,"X Offset in Slide Coordinate System"
0040,073a,DS,YOffsetInSlideCoordinateSystem,1,"Y Offset in Slide Coordinate System"
0040,074a,DS,ZOffsetInSlideCoordinateSystem,1,"Z Offset in Slide Coordinate System"
0040,08d8,SQ,PixelSpacingSequence,1,"Pixel Spacing Sequence"
0040,08da,SQ,CoordinateSystemAxisCodeSequence,1,"Coordinate System Axis Code Sequence"
0040,08ea,SQ,MeasurementUnitsCodeSequence,1,"Measurement Units Code Sequence"
0040,09f8,SQ,VitalStainCodeSequenceTrial,1,"Vital Stain Code Sequence (Trial)"
0040,1001,SH,RequestedProcedureID,1,"Requested Procedure ID"
0040,1002,LO,ReasonForTheRequestedProcedure,1,"Reason for the Requested Procedure"
0040,1003,SH,RequestedProcedurePriority,1,"Requested Procedure Priority"
0040,1004,LO,PatientTransportArrangements,1,"Patient Transport Arrangements"
0040,1005,LO,RequestedProcedureLocation,1,"Requested Procedure Location"
0040,1006,SH,PlacerOrderNumberProcedure,1,"Placer Order Number / Procedure"
0040,1007,SH,FillerOrderNumberProcedure,1,"Filler Order Number / Procedure"
0040,1008,LO,ConfidentialityCode,1,"Confidentiality Code"
0040,1009,SH,ReportingPriority,1,"Reporting Priority"
0040,100a,SQ,ReasonForRequestedProcedureCodeSequence,1,"Reason for Requested Procedure Code Sequence"
0040,1010,PN,NamesOfIntendedRecipientsOfResults,1-n,"Names of Intended Recipients of Results"
0040,1011,SQ,IntendedRecipientsOfResultsIdentificationSequence,1,"Intended Recipients of Results Identification Sequence"
0040,1012,SQ,ReasonForPerformedProcedureCodeSequence,1,"Reason For Performed Procedure Code Sequence"
0040,1060,LO,RequestedProcedureDescriptionTrial,1,"Requested Procedure Description (Trial)"
0040,1101,SQ,PersonIdentificationCodeSequence,1,"Person Identification Code Sequence"
0040,1102,ST,PersonAddress,1,"Person's Address"
0040,1103,LO,PersonTelephoneNumbers,1-n,"Person's Telephone Numbers"
0040,1104,LT,PersonTelecomInformation,1,"Person's Telecom Information"
0040,1400,LT,RequestedProcedureComments,1,"Requested Procedure Comments"
0040,2001,LO,ReasonForTheImagingServiceRequest,1,"Reason for the Imaging Service Request"
0040,2004,DA,IssueDateOfImagingServiceRequest,1,"Issue Date of Imaging Service Request"
0040,2005,TM,IssueTimeOfImagingServiceRequest,1,"Issue Time of Imaging Service Request"
0040,2006,SH,PlacerOrderNumberImagingServiceRequestRetired,1,"Placer Order Number / Imaging Service Request (Retired)"
0040,2007,SH,FillerOrderNumberImagingServiceRequestRetired,1,"Filler Order Number / Imaging Service Request (Retired)"
0040,2008,PN,OrderEnteredBy,1,"Order Entered By"
0040,2009,SH,OrderEntererLocation,1,"Order Enterer's Location"
0040,2010,SH,OrderCallbackPhoneNumber,1,"Order Callback Phone Number"
0040,2011,LT,OrderCallbackTelecomInformation,1,"Order Callback Telecom Information"
0040,2016,LO,PlacerOrderNumberImagingServiceRequest,1,"Placer Order Number / Imaging Service Request"
0040,2017,LO,FillerOrderNumberImagingServiceRequest,1,"Filler Order Number / Imaging Service Request"
0040,2400,LT,ImagingServiceRequestComments,1,"Imaging Service Request Comments"
0040,3001,LO,ConfidentialityConstraintOnPatientDataDescription,1,"Confidentiality Constraint on Patient Data Description"
0040,4001,CS,GeneralPurposeScheduledProcedureStepStatus,1,"General Purpose Scheduled Procedure Step Status"
0040,4002,CS,GeneralPurposePerformedProcedureStepStatus,1,"General Purpose Performed Procedure Step Status"
0040,4003,CS,GeneralPurposeScheduledProcedureStepPriority,1,"General Purpose Scheduled Procedure Step Priority"
0040,4004,SQ,ScheduledProcessingApplicationsCodeSequence,1,"Scheduled Processing Applications Code Sequence"
0040,4005,DT,ScheduledProcedureStepStartDateTime,1,"Scheduled Procedure Step Start DateTime"
0040,4006,CS,MultipleCopiesFlag,1,"Multiple Copies Flag"
0040,4007,SQ,PerformedProcessingApplicationsCodeSequence,1,"Performed Processing Applications Code Sequence"
0040,4008,DT,ScheduledProcedureStepExpirationDateTime,1,"Scheduled Procedure Step Expiration DateTime"
0040,4009,SQ,HumanPerformerCodeSequence,1,"Human Performer Code Sequence"
0040,4010,DT,ScheduledProcedureStepModificationDateTime,1,"Scheduled Procedure Step Modification DateTime"
0040,4011,DT,ExpectedCompletionDateTime,1,"Expected Completion DateTime"
0040,4015,SQ,ResultingGeneralPurposePerformedProcedureStepsSequence,1,"Resulting General Purpose Performed Procedure Steps Sequence"
0040,4016,SQ,ReferencedGeneralPurposeScheduledProcedureStepSequence,1,"Referenced General Purpose Scheduled Procedure Step Sequence"
0040,4018,SQ,ScheduledWorkitemCodeSequence,1,"Scheduled Workitem Code Sequence"
0040,4019,SQ,PerformedWorkitemCodeSequence,1,"Performed Workitem Code Sequence"
0040,4020,CS,InputAvailabilityFlag,1,"Input Availability Flag"
0040,4021,SQ,InputInformationSequence,1,"Input Information Sequence"
0040,4022,SQ,RelevantInformationSequence,1,"Relevant Information Sequence"
0040,4023,UI,ReferencedGeneralPurposeScheduledProcedureStepTransactionUID,1,"Referenced General Purpose Scheduled Procedure Step Transaction UID"
0040,4025,SQ,ScheduledStationNameCodeSequence,1,"Scheduled Station Name Code Sequence"
0040,4026,SQ,ScheduledStationClassCodeSequence,1,"Scheduled Station Class Code Sequence"
0040,4027,SQ,ScheduledStationGeographicLocationCodeSequence,1,"Scheduled Station Geographic Location Code Sequence"
0040,4028,SQ,PerformedStationNameCodeSequence,1,"Performed Station Name Code Sequence"
0040,4029,SQ,PerformedStationClassCodeSequence,1,"Performed Station Class Code Sequence"
0040,4030,SQ,PerformedStationGeographicLocationCodeSequence,1,"Performed Station Geographic Location Code Sequence"
0040,4031,SQ,RequestedSubsequentWorkitemCodeSequence,1,"Requested Subsequent Workitem Code Sequence"
0040,4032,SQ,NonDICOMOutputCodeSequence,1,"Non-DICOM Output Code Sequence"
0040,4033,SQ,OutputInformationSequence,1,"Output Information Sequence"
0040,4034,SQ,ScheduledHumanPerformersSequence,1,"Scheduled Human Performers Sequence"
0040,4035,SQ,ActualHumanPerformersSequence,1,"Actual Human Performers Sequence"
0040,4036,LO,HumanPerformerOrganization,1,"Human Performer's Organization"
0040,4037,PN,HumanPerformerName,1,"Human Performer's Name"
0040,4040,CS,RawDataHandling,1,"Raw Data Handling"
0040,4041,CS,InputReadinessState,1,"Input Readiness State"
0040,4050,DT,PerformedProcedureStepStartDateTime,1,"Performed Procedure Step Start DateTime"
0040,4051,DT,PerformedProcedureStepEndDateTime,1,"Performed Procedure Step End DateTime"
0040,4052,DT,ProcedureStepCancellationDateTime,1,"Procedure Step Cancellation DateTime"
0040,4070,SQ,OutputDestinationSequence,1,"Output Destination Sequence"
0040,4071,SQ,DICOMStorageSequence,1,"DICOM Storage Sequence"
0040,4072,SQ,STOWRSStorageSequence,1,"STOW-RS Storage Sequence"
0040,4073,UR,StorageURL,1,"Storage URL"
0040,4074,SQ,XDSStorageSequence,1,"XDS Storage Sequence"
0040,8302,DS,EntranceDoseInmGy,1,"Entrance Dose in mGy"
0040,8303,CS,EntranceDoseDerivation,1,"Entrance Dose Derivation"
0040,9092,SQ,ParametricMapFrameTypeSequence,1,"Parametric Map Frame Type Sequence"
0040,9094,SQ,ReferencedImageRealWorldValueMappingSequence,1,"Referenced Image Real World Value Mapping Sequence"
0040,9096,SQ,RealWorldValueMappingSequence,1,"Real World Value Mapping Sequence"
0040,9098,SQ,PixelValueMappingCodeSequence,1,"Pixel Value Mapping Code Sequence"
0040,9210,SH,LUTLabel,1,"LUT Label"
0040,9211,US or SS,RealWorldValueLastValueMapped,1,"Real World Value Last Value Mapped"
0040,9212,FD,RealWorldValueLUTData,1-n,"Real World Value LUT Data"
0040,9213,FD,DoubleFloatRealWorldValueLastValueMapped,1,"Double Float Real World Value Last Value Mapped"
0040,9214,FD,DoubleFloatRealWorldValueFirstValueMapped,1,"Double Float Real World Value First Value Mapped"
0040,9216,US or SS,RealWorldValueFirstValueMapped,1,"Real World Value First Value Mapped"
0040,9220,SQ,QuantityDefinitionSequence,1,"Quantity Definition Sequence"
0040,9224,FD,RealWorldValueIntercept,1,"Real World Value Intercept"
0040,9225,FD,RealWorldValueSlope,1,"Real World Value Slope"
0040,a007,CS,FindingsFlagTrial,1,"Findings Flag (Trial)"
0040,a010,CS,RelationshipType,1,"Relationship Type"
0040,a020,SQ,FindingsSequenceTrial,1,"Findings Sequence (Trial)"
0040,a021,UI,FindingsGroupUIDTrial,1,"Findings Group UID (Trial)"
0040,a022,UI,ReferencedFindingsGroupUIDTrial,1,"Referenced Findings Group UID (Trial)"
0040,a023,DA,FindingsGroupRecordingDateTrial,1,"Findings Group Recording Date (Trial)"
0040,a024,TM,FindingsGroupRecordingTimeTrial,1,"Findings Group Recording Time (Trial)"
0040,a026,SQ,FindingsSourceCategoryCodeSequenceTrial,1,"Findings Source Category Code Sequence (Trial)"
0040,a027,LO,VerifyingOrganization,1,"Verifying Organization"
0040,a028,SQ,DocumentingOrganizationIdentifierCodeSequenceTrial,1,"Documenting Organization Identifier Code Sequence (Trial)"
0040,a030,DT,VerificationDateTime,1,"Verification DateTime"
0040,a032,DT,ObservationDateTime,1,"Observation DateTime"
0040,a040,CS,ValueType,1,"Value Type"
0040,a043,SQ,ConceptNameCodeSequence,1,"Concept Name Code Sequence"
0040,a047,LO,MeasurementPrecisionDescriptionTrial,1,"Measurement Precision Description (Trial)"
0040,a050,CS,ContinuityOfContent,1,"Continuity Of Content"
0040,a057,CS,UrgencyOrPriorityAlertsTrial,1-n,"Urgency or Priority Alerts (Trial)"
0040,a060,LO,SequencingIndicatorTrial,1,"Sequencing Indicator (Trial)"
0040,a066,SQ,DocumentIdentifierCodeSequenceTrial,1,"Document Identifier Code Sequence (Trial)"
0040,a067,PN,DocumentAuthorTrial,1,"Document Author (Trial)"
0040,a068,SQ,DocumentAuthorIdentifierCodeSequenceTrial,1,"Document Author Identifier Code Sequence (Trial)"
0040,a070,SQ,IdentifierCodeSequenceTrial,1,"Identifier Code Sequence (Trial)"
0040,a073,SQ,VerifyingObserverSequence,1,"Verifying Observer Sequence"
0040,a074,OB,ObjectBinaryIdentifierTrial,1,"Object Binary Identifier (Trial)"
0040,a075,PN,VerifyingObserverName,1,"Verifying Observer Name"
0040,a076,SQ,DocumentingObserverIdentifierCodeSequenceTrial,1,"Documenting Observer Identifier Code Sequence (Trial)"
0040,a078,SQ,AuthorObserverSequence,1,"Author Observer Sequence"
0040,a07a,SQ,ParticipantSequence,1,"Participant Sequence"
0040,a07c,SQ,CustodialOrganizationSequence,1,"Custodial Organization Sequence"
0040,a080,CS,ParticipationType,1,"Participation Type"
0040,a082,DT,ParticipationDateTime,1,"Participation DateTime"
0040,a084,CS,ObserverType,1,"Observer Type"
0040,a085,SQ,ProcedureIdentifierCodeSequenceTrial,1,"Procedure Identifier Code Sequence (Trial)"
0040,a088,SQ,VerifyingObserverIdentificationCodeSequence,1,"Verifying Observer Identification Code Sequence"
0040,a089,OB,ObjectDirectoryBinaryIdentifierTrial,1,"Object Directory Binary Identifier (Trial)"
0040,a090,SQ,EquivalentCDADocumentSequence,1,"Equivalent CDA Document Sequence"
0040,a0b0,US,ReferencedWaveformChannels,2-2n,"Referenced Waveform Channels"
0040,a110,DA,DateOfDocumentOrVerbalTransactionTrial,1,"Date of Document or Verbal Transaction (Trial)"
0040,a112,TM,TimeOfDocumentCreationOrVerbalTransactionTrial,1,"Time of Document Creation or Verbal Transaction (Trial)"
0040,a120,DT,DateTime,1,"DateTime"
0040,a121,DA,Date,1,"Date"
0040,a122,TM,Time,1,"Time"
0040,a123,PN,PersonName,1,"Person Name"
0040,a124,UI,UID,1,"UID"
0040,a125,CS,ReportStatusIDTrial,2,"Report Status ID (Trial)"
0040,a130,CS,TemporalRangeType,1,"Temporal Range Type"
0040,a132,UL,ReferencedSamplePositions,1-n,"Referenced Sample Positions"
0040,a136,US,ReferencedFrameNumbers,1-n,"Referenced Frame Numbers"
0040,a138,DS,ReferencedTimeOffsets,1-n,"Referenced Time Offsets"
0040,a13a,DT,ReferencedDateTime,1-n,"Referenced DateTime"
0040,a160,UT,TextValue,1,"Text Value"
0040,a161,FD,FloatingPointValue,1-n,"Floating Point Value"
0040,a162,SL,RationalNumeratorValue,1-n,"Rational Numerator Value"
0040,a163,UL,RationalDenominatorValue,1-n,"Rational Denominator Value"
0040,a167,SQ,ObservationCategoryCodeSequenceTrial,1,"Observation Category Code Sequence (Trial)"
0040,a168,SQ,ConceptCodeSequence,1,"Concept Code Sequence"
0040,a16a,ST,BibliographicCitationTrial,1,"Bibliographic Citation (Trial)"
0040,a170,SQ,PurposeOfReferenceCodeSequence,1,"Purpose of Reference Code Sequence"
0040,a171,UI,ObservationUID,1,"Observation UID"
0040,a172,UI,ReferencedObservationUIDTrial,1,"Referenced Observation UID (Trial)"
0040,a173,CS,ReferencedObservationClassTrial,1,"Referenced Observation Class (Trial)"
0040,a174,CS,ReferencedObjectObservationClassTrial,1,"Referenced Object Observation Class (Trial)"
0040,a180,US,AnnotationGroupNumber,1,"Annotation Group Number"
0040,a192,DA,ObservationDateTrial,1,"Observation Date (Trial)"
0040,a193,TM,ObservationTimeTrial,1,"Observation Time (Trial)"
0040,a194,CS,MeasurementAutomationTrial,1,"Measurement Automation (Trial)"
0040,a195,SQ,ModifierCodeSequence,1,"Modifier Code Sequence"
0040,a224,ST,IdentificationDescriptionTrial,1,"Identification Description (Trial)"
0040,a290,CS,CoordinatesSetGeometricTypeTrial,1,"Coordinates Set Geometric Type (Trial)"
0040,a296,SQ,AlgorithmCodeSequenceTrial,1,"Algorithm Code Sequence (Trial)"
0040,a297,ST,AlgorithmDescriptionTrial,1,"Algorithm Description (Trial)"
0040,a29a,SL,PixelCoordinatesSetTrial,2-2n,"Pixel Coordinates Set (Trial)"
0040,a300,SQ,MeasuredValueSequence,1,"Measured Value Sequence"
0040,a301,SQ,NumericValueQualifierCodeSequence,1,"Numeric Value Qualifier Code Sequence"
